metal,source,freq,as_of_date,metric,value,unit,is_imputed,method,quality,quality_notes,load_run_id,raw_file,raw_checksum
GOLD,LBMA,M,2021-05-01,lbma_holdings,305398000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2021-05-01,lbma_holdings,1171586000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2021-06-01,lbma_holdings,308241000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2021-06-01,lbma_holdings,1180113000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2021-07-01,lbma_holdings,309755000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2021-07-01,lbma_holdings,1176371000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2021-08-01,lbma_holdings,312449000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2021-08-01,lbma_holdings,1175664000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2021-09-01,lbma_holdings,312139000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2021-09-01,lbma_holdings,1173050000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2021-10-01,lbma_holdings,310612000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2021-10-01,lbma_holdings,1160965000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2021-11-01,lbma_holdings,311731000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2021-11-01,lbma_holdings,1170959000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2021-12-01,lbma_holdings,309842000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2021-12-01,lbma_holdings,1161454000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2022-01-01,lbma_holdings,309007000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2022-01-01,lbma_holdings,1142061000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2022-02-01,lbma_holdings,309803000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2022-02-01,lbma_holdings,1131432000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2022-03-01,lbma_holdings,310877000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2022-03-01,lbma_holdings,1107969000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2022-04-01,lbma_holdings,310952000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2022-04-01,lbma_holdings,1081730000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2022-05-01,lbma_holdings,309150000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2022-05-01,lbma_holdings,1021041000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2022-06-01,lbma_holdings,309110000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2022-06-01,lbma_holdings,997405000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2022-07-01,lbma_holdings,309180000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2022-07-01,lbma_holdings,950899000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2022-08-01,lbma_holdings,307520000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2022-08-01,lbma_holdings,916497000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2022-09-01,lbma_holdings,303599000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2022-09-01,lbma_holdings,871331000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2022-10-01,lbma_holdings,299268000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2022-10-01,lbma_holdings,852075000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2022-11-30,lbma_holdings,294793000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2022-11-30,lbma_holdings,840347000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
